Time, Tdelta, x_pos, y_pos, z_pos, x_v, y_v, z_v, phi, theta, psi, phi_v, theta_v, psi_v, w0, w1, w2, w3, pwm0, pwm1, pw2, pwm3
177253,    15.00, -16.07,  2.20,  4.15, -5.40, -1.35, -0.47, -9.52,  4.26,  8.25,  1.44, -1.23,  3.27,   963,   953,   960,   960,  1445,  1335,  1057,  1344
177268,    15.00, -16.15,  2.18,  4.14, -5.50, -1.44, -0.48, -9.38,  4.12,  8.37,  9.44, -9.82,  8.11,   966,   950,   965,   955,  1449,  1330,  1062,  1337
177282,    14.00, -16.23,  2.16,  4.14, -5.51, -1.39, -0.41, -9.28,  4.02,  8.24,  6.79, -6.92, -9.32,   952,   964,   951,   969,  1428,  1349,  1046,  1356
177297,    15.00, -16.31,  2.14,  4.13, -5.38, -1.36, -0.57, -9.35,  3.90,  8.11, -4.65, -7.97, -8.92,   952,   962,   951,   970,  1428,  1347,  1046,  1358
177349,    52.00, -16.63,  2.09,  4.08, -6.15, -1.04, -1.01, -10.53,  4.07,  8.14, -22.73,  3.36,  0.53,   963,   954,   959,   967,  1444,  1335,  1055,  1353
177364,    15.00, -16.72,  2.07,  4.06, -6.17, -1.02, -1.00, -10.62,  4.09,  8.09, -6.04,  1.00, -3.13,   960,   959,   957,   968,  1440,  1342,  1052,  1355
177380,    16.00, -16.82,  2.05,  4.04, -6.32, -1.16, -1.17, -10.65,  3.93,  8.10, -1.87, -10.15,  0.23,   961,   956,   961,   965,  1442,  1339,  1057,  1350
177394,    14.00, -16.91,  2.03,  4.02, -6.32, -1.32, -1.23, -10.72,  3.82,  8.12, -4.50, -7.87,  1.98,   963,   955,   962,   964,  1444,  1337,  1058,  1349
177409,    15.00, -17.01,  2.02,  4.01, -6.42, -1.26, -1.24, -10.80,  4.14,  8.09, -5.82, 21.81, -2.47,   963,   958,   955,   968,  1445,  1342,  1051,  1355
177424,    15.00, -17.10,  2.00,  3.99, -6.26, -1.24, -1.20, -10.92,  3.97,  8.01, -8.06, -11.88, -5.23,   957,   960,   957,   970,  1436,  1345,  1053,  1358
177442,    18.00, -17.21,  1.97,  3.97, -6.30, -1.22, -1.10, -11.16,  3.80,  8.04, -13.33, -9.36,  1.88,   963,   954,   963,   966,  1445,  1336,  1059,  1352
177457,    15.00, -17.31,  1.96,  3.95, -6.44, -1.25, -1.20, -10.98,  3.97,  8.10, 12.17, 11.73,  4.18,   967,   955,   962,   960,  1451,  1338,  1058,  1345
177472,    15.00, -17.41,  1.93,  3.93, -6.40, -1.47, -1.10, -10.98,  3.79,  8.06,  0.20, -12.00, -3.10,   959,   960,   959,   968,  1438,  1344,  1055,  1355
177487,    15.00, -17.50,  1.91,  3.92, -6.57, -1.41, -1.08, -10.90,  3.89,  8.08,  5.25,  6.52,  1.82,   965,   956,   960,   963,  1447,  1339,  1056,  1348
177502,    15.00, -17.60,  1.89,  3.90, -6.57, -1.31, -1.08, -11.01,  3.86,  7.89, -7.64, -2.36, -12.80,   952,   967,   950,   976,  1428,  1353,  1045,  1367
177517,    15.00, -17.70,  1.87,  3.88, -6.61, -1.29, -1.20, -11.18,  3.71,  7.90, -11.32, -9.83,  0.36,   962,   956,   962,   967,  1443,  1338,  1058,  1353
177535,    18.00, -17.82,  1.85,  3.86, -6.75, -1.51, -1.53, -10.68,  3.67,  8.04, 28.07, -2.25,  7.64,   968,   954,   966,   955,  1452,  1336,  1062,  1337
177550,    15.00, -17.92,  1.83,  3.84, -6.59, -1.40, -1.37, -10.52,  3.97,  7.93, 10.33, 20.41, -6.91,   959,   964,   951,   969,  1438,  1349,  1046,  1356
177565,    15.00, -18.02,  1.80,  3.81, -6.55, -1.40, -1.50, -10.55,  3.85,  7.83, -1.95, -7.96, -6.61,   956,   962,   955,   970,  1434,  1346,  1050,  1358
177580,    15.00, -18.12,  1.78,  3.79, -6.69, -1.37, -1.78, -10.45,  3.63,  7.89,  7.11, -14.94,  3.81,   963,   954,   964,   960,  1444,  1336,  1060,  1344
177595,    15.00, -18.22,  1.76,  3.76, -6.78, -1.35, -1.60, -10.50,  3.57,  7.82, -3.74, -3.96, -4.70,   957,   960,   956,   968,  1436,  1344,  1051,  1356
177610,    15.00, -18.32,  1.74,  3.74, -6.80, -1.32, -1.80, -10.28,  3.71,  7.88, 14.50,  9.26,  4.14,   966,   955,   961,   959,  1449,  1337,  1057,  1342
177625,    15.00, -18.42,  1.72,  3.71, -6.71, -1.47, -1.97, -10.09,  3.58,  7.98, 12.81, -8.72,  6.58,   965,   952,   965,   957,  1448,  1333,  1061,  1339
177643,    18.00, -18.55,  1.70,  3.67, -6.78, -1.41, -1.97, -9.95,  3.53,  7.72,  7.75, -2.74, -14.60,   949,   968,   947,   974,  1423,  1356,  1041,  1363
177669,    26.00, -18.72,  1.66,  3.61, -6.77, -1.35, -2.23, -10.08,  3.43,  7.62, -4.82, -4.00, -3.93,   957,   959,   956,   967,  1436,  1342,  1051,  1354
177684,    15.00, -18.82,  1.64,  3.58, -6.67, -1.28, -2.11, -10.25,  3.28,  7.69, -11.77, -9.52,  5.10,   964,   951,   964,   961,  1446,  1331,  1060,  1345
177699,    15.00, -18.93,  1.62,  3.55, -6.80, -1.40, -2.09, -10.15,  3.46,  7.69,  6.67, 11.68, -0.15,   962,   957,   957,   963,  1443,  1340,  1053,  1348
177714,    15.00, -19.03,  1.60,  3.52, -6.89, -1.38, -2.26, -9.78,  3.46,  7.70, 25.10,  0.32,  0.38,   961,   958,   958,   959,  1441,  1342,  1054,  1343
177729,    15.00, -19.13,  1.58,  3.48, -6.95, -1.47, -2.32, -9.72,  3.59,  7.73,  4.13,  8.80,  2.33,   963,   954,   959,   960,  1445,  1336,  1055,  1344
177786,    57.00, -19.51,  1.48,  3.34, -6.56, -1.74, -2.51, -10.57,  3.40,  6.93, -15.02, -3.45, -14.06,   950,   966,   948,   977,  1425,  1352,  1043,  1368
177801,    15.00, -19.61,  1.45,  3.30, -6.61, -1.67, -2.62, -10.78,  3.17,  7.07, -13.68, -15.24,  9.27,   967,   948,   969,   959,  1451,  1327,  1065,  1342
177816,    15.00, -19.71,  1.43,  3.26, -6.68, -1.69, -2.55, -10.70,  3.43,  7.05,  5.14, 17.52, -1.44,   963,   958,   956,   965,  1444,  1342,  1052,  1351
177831,    15.00, -19.81,  1.40,  3.22, -6.84, -1.89, -2.90, -10.34,  3.35,  7.12, 23.98, -5.45,  4.69,   964,   955,   963,   957,  1446,  1337,  1059,  1340
177846,    15.00, -19.91,  1.37,  3.17, -6.77, -1.93, -2.84, -10.30,  3.37,  7.16,  2.42,  1.27,  2.60,   963,   954,   961,   961,  1445,  1336,  1057,  1346
177861,    15.00, -20.01,  1.34,  3.13, -6.73, -2.04, -2.78, -10.27,  3.13,  7.15,  2.37, -15.95, -0.06,   959,   956,   960,   963,  1438,  1339,  1057,  1348
177875,    14.00, -20.11,  1.31,  3.10, -6.72, -1.93, -2.61, -10.23,  3.32,  7.08,  3.01, 13.93, -5.09,   959,   960,   953,   967,  1438,  1345,  1048,  1354
177893,    18.00, -20.22,  1.28,  3.05, -6.64, -1.86, -2.58, -10.66,  2.99,  7.27, -24.15, -18.37, 10.18,   967,   945,   969,   959,  1451,  1323,  1066,  1342
177909,    16.00, -20.33,  1.25,  3.01, -6.48, -1.85, -2.56, -10.44,  2.94,  7.33, 14.09, -3.65,  3.67,   963,   955,   962,   959,  1445,  1337,  1058,  1343
177924,    15.00, -20.43,  1.22,  2.97, -6.56, -2.01, -2.60, -10.11,  2.89,  7.35, 21.90, -3.33,  1.37,   961,   957,   960,   959,  1442,  1340,  1056,  1343
177938,    14.00, -20.52,  1.19,  2.94, -6.54, -2.16, -2.43, -10.37,  2.94,  7.33, -18.88,  4.06, -1.18,   960,   955,   957,   967,  1441,  1337,  1053,  1353
177953,    15.00, -20.62,  1.16,  2.90, -6.63, -2.00, -2.29, -10.70,  3.05,  7.30, -21.74,  7.01, -2.23,   961,   956,   957,   969,  1441,  1338,  1052,  1356
177968,    15.00, -20.72,  1.13,  2.86, -6.78, -1.90, -2.50, -10.75,  3.17,  7.15, -3.63,  8.17, -9.44,   955,   964,   951,   972,  1433,  1349,  1046,  1361
177986,    18.00, -20.84,  1.10,  2.82, -6.77, -1.91, -2.35, -10.85,  3.27,  7.22, -5.20,  5.30,  3.53,   965,   953,   962,   962,  1448,  1335,  1058,  1347
178001,    15.00, -20.95,  1.07,  2.78, -6.95, -1.85, -2.46, -10.49,  3.31,  7.26, 23.53,  2.73,  3.12,   964,   957,   961,   959,  1446,  1339,  1057,  1342
178016,    15.00, -21.05,  1.04,  2.74, -7.00, -2.02, -2.76, -10.30,  3.12,  7.19, 12.92, -12.62, -5.03,   955,   962,   956,   966,  1433,  1346,  1052,  1352
178031,    15.00, -21.15,  1.01,  2.70, -6.94, -2.09, -2.59, -10.34,  3.07,  7.07, -2.98, -3.16, -8.05,   954,   962,   953,   970,  1431,  1347,  1048,  1358
178046,    15.00, -21.26,  0.98,  2.66, -7.08, -2.10, -2.72, -10.38,  3.17,  7.02, -2.73,  6.67, -3.12,   959,   958,   955,   966,  1439,  1342,  1051,  1353
178061,    15.00, -21.37,  0.95,  2.62, -7.14, -1.98, -2.66, -10.52,  3.30,  7.01, -8.76,  8.68, -0.79,   962,   956,   957,   966,  1443,  1338,  1053,  1352
178078,    17.00, -21.49,  0.91,  2.58, -7.21, -1.95, -2.57, -10.10,  3.56,  7.11, 24.37, 15.15,  5.73,   967,   954,   961,   956,  1451,  1336,  1057,  1338
178094,    16.00, -21.61,  0.88,  2.54, -7.22, -1.99, -2.76, -10.03,  3.46,  6.99,  4.54, -6.11, -7.47,   954,   962,   953,   969,  1431,  1347,  1048,  1356
178109,    15.00, -21.72,  0.85,  2.50, -7.28, -1.82, -2.66, -10.14,  3.92,  7.05, -7.37, 30.39,  4.23,   968,   952,   958,   961,  1453,  1333,  1054,  1346
178124,    15.00, -21.82,  0.83,  2.45, -7.29, -1.85, -2.72, -10.34,  3.74,  6.91, -13.38, -11.61, -9.69,   952,   963,   952,   973,  1429,  1348,  1048,  1362
178139,    15.00, -21.94,  0.80,  2.41, -7.37, -1.89, -2.84, -10.40,  3.71,  6.97, -3.81, -2.28,  4.09,   965,   953,   962,   961,  1447,  1334,  1059,  1346
178154,    15.00, -22.05,  0.77,  2.37, -7.37, -1.90, -2.90, -10.43,  3.48,  6.95, -2.01, -15.11, -1.06,   959,   957,   960,   965,  1438,  1340,  1056,  1351
178168,    14.00, -22.15,  0.74,  2.33, -7.34, -2.02, -2.88, -10.37,  3.49,  7.11,  4.42,  0.64, 11.54,   971,   948,   968,   954,  1456,  1327,  1065,  1336
178229,    61.00, -22.59,  0.62,  2.20, -7.16, -2.08, -2.12, -11.02,  2.65,  7.41, -10.65, -13.82,  4.86,   964,   952,   965,   962,  1446,  1332,  1062,  1347
178245,    16.00, -22.70,  0.58,  2.16, -7.46, -2.33, -2.26, -10.81,  2.61,  7.48, 12.69, -2.18,  4.41,   965,   954,   963,   959,  1447,  1336,  1060,  1343
178260,    15.00, -22.82,  0.54,  2.13, -7.46, -2.32, -2.33, -10.76,  2.68,  7.46,  3.41,  4.34, -1.40,   961,   958,   958,   965,  1441,  1341,  1053,  1351
178275,    15.00, -22.93,  0.51,  2.09, -7.43, -2.32, -2.34, -10.76,  2.79,  7.56, -0.04,  7.81,  6.59,   968,   951,   964,   959,  1451,  1332,  1060,  1343
178289,    14.00, -23.03,  0.48,  2.06, -7.39, -2.35, -2.36, -10.62,  2.71,  7.62, 10.25, -5.95,  4.27,   964,   954,   963,   959,  1446,  1336,  1060,  1343
178304,    15.00, -23.15,  0.44,  2.03, -7.58, -2.28, -2.26, -10.66,  2.69,  7.49, -2.88, -1.32, -8.24,   954,   963,   953,   971,  1432,  1348,  1048,  1359
178322,    18.00, -23.28,  0.40,  1.98, -7.55, -2.28, -2.33, -10.70,  2.27,  7.60, -2.21, -23.32,  5.92,   963,   951,   967,   959,  1444,  1332,  1063,  1343
178338,    16.00, -23.40,  0.36,  1.95, -7.54, -2.45, -2.26, -10.39,  2.31,  7.58, 19.64,  2.65, -1.08,   960,   959,   958,   962,  1440,  1343,  1053,  1347
178352,    14.00, -23.51,  0.33,  1.91, -7.56, -2.47, -2.40, -10.13,  2.30,  7.52, 18.50, -1.10, -4.69,   956,   961,   955,   964,  1434,  1346,  1050,  1350
178368,    16.00, -23.63,  0.29,  1.88, -7.63, -2.44, -2.34, -10.20,  2.33,  7.47, -4.28,  1.90, -2.95,   958,   957,   956,   966,  1437,  1340,  1051,  1352
178382,    14.00, -23.74,  0.25,  1.84, -7.73, -2.44, -2.35, -10.13,  2.11,  7.44,  4.87, -15.60, -1.85,   957,   958,   959,   964,  1435,  1341,  1055,  1349
178397,    15.00, -23.85,  0.22,  1.81, -7.80, -2.39, -2.26, -10.09,  2.12,  7.29,  2.29,  0.77, -10.40,   952,   964,   950,   971,  1427,  1350,  1045,  1359
178412,    15.00, -23.97,  0.18,  1.78, -7.75, -2.52, -2.26, -10.21,  2.27,  7.21, -8.07,  9.59, -4.98,   957,   959,   953,   968,  1436,  1342,  1049,  1355
178430,    18.00, -24.11,  0.13,  1.74, -7.61, -2.57, -2.04, -9.89,  2.21,  7.19, 18.12, -3.29, -1.18,   958,   958,   957,   961,  1437,  1342,  1053,  1346
178446,    16.00, -24.23,  0.09,  1.70, -7.79, -2.46, -2.17, -9.61,  2.55,  7.09, 17.60, 21.70, -6.40,   957,   962,   950,   965,  1435,  1347,  1045,  1351
178460,    14.00, -24.34,  0.06,  1.67, -7.85, -2.45, -2.13, -9.82,  2.54,  6.92, -14.86, -0.66, -12.43,   950,   963,   948,   974,  1425,  1349,  1043,  1364
178475,    15.00, -24.46,  0.02,  1.64, -7.94, -2.36, -2.13, -9.93,  2.61,  6.95, -7.54,  4.35,  1.98,   962,   953,   959,   962,  1443,  1334,  1055,  1347
178490,    15.00, -24.58, -0.01,  1.61, -7.94, -2.45, -2.13, -9.70,  2.93,  6.87, 15.09, 21.72, -5.37,   958,   961,   951,   965,  1437,  1346,  1046,  1351
178505,    15.00, -24.70, -0.05,  1.58, -7.96, -2.54, -2.20, -9.43,  2.61,  6.83, 17.91, -21.49, -2.05,   955,   959,   958,   961,  1433,  1342,  1054,  1346
178523,    18.00, -24.85, -0.09,  1.53, -8.07, -2.43, -2.48, -9.16,  2.29,  6.81, 15.34, -17.78, -1.32,   955,   957,   958,   960,  1433,  1340,  1054,  1344
178538,    15.00, -24.97, -0.13,  1.50, -8.23, -2.50, -2.50, -9.04,  2.30,  6.73,  7.92,  0.27, -5.28,   954,   960,   953,   964,  1431,  1343,  1048,  1350
178553,    15.00, -25.09, -0.17,  1.46, -8.34, -2.62, -2.48, -9.24,  2.44,  6.60, -13.57,  9.27, -8.82,   953,   960,   949,   970,  1429,  1344,  1044,  1358
178568,    15.00, -25.22, -0.21,  1.42, -8.24, -2.64, -2.41, -9.18,  2.58,  6.67,  4.17,  9.95,  4.79,   964,   951,   960,   957,  1446,  1332,  1056,  1340
178583,    15.00, -25.34, -0.25,  1.38, -8.33, -2.73, -2.64, -8.88,  2.04,  6.69, 19.83, -36.13,  1.42,   955,   955,   962,   957,  1432,  1338,  1058,  1340
178598,    15.00, -25.47, -0.29,  1.35, -8.25, -2.85, -2.45, -8.79,  2.19,  6.59,  6.27,  9.83, -6.59,   954,   960,   950,   965,  1431,  1344,  1045,  1351
178613,    15.00, -25.59, -0.33,  1.31, -8.29, -2.67, -2.47, -8.94,  2.31,  6.42, -9.91,  8.22, -11.77,   950,   962,   946,   971,  1425,  1347,  1041,  1360
178669,    56.00, -26.06, -0.52,  1.17, -8.39, -3.38, -2.53, -8.78,  2.63,  6.21,  2.71,  5.67, -3.78,   956,   958,   953,   963,  1434,  1341,  1048,  1349
178685,    16.00, -26.19, -0.58,  1.13, -8.39, -3.44, -2.50, -8.85,  2.35,  6.16, -4.34, -17.46, -2.69,   954,   956,   957,   963,  1431,  1338,  1052,  1349
178700,    15.00, -26.32, -0.63,  1.09, -8.50, -3.50, -2.44, -8.86,  2.20,  6.23, -0.66, -10.44,  4.79,   961,   950,   962,   957,  1441,  1330,  1058,  1340
178714,    14.00, -26.44, -0.68,  1.05, -8.47, -3.47, -2.53, -8.79,  1.87,  6.12,  5.62, -23.51, -8.48,   948,   961,   953,   966,  1422,  1346,  1048,  1353
178729,    15.00, -26.57, -0.73,  1.02, -8.52, -3.48, -2.61, -8.89,  1.89,  6.04, -7.26,  1.90, -5.24,   954,   957,   952,   966,  1431,  1340,  1047,  1352
178744,    15.00, -26.70, -0.78,  0.97, -8.68, -3.37, -2.79, -9.06,  1.92,  6.11, -10.80,  1.84,  4.81,   962,   949,   960,   958,  1443,  1329,  1057,  1342
178773,    29.00, -26.96, -0.88,  0.89, -8.96, -3.33, -2.73, -9.17,  1.85,  6.29, -3.94, -2.55,  6.07,   963,   949,   962,   957,  1444,  1329,  1058,  1339
178789,    16.00, -27.10, -0.94,  0.85, -8.99, -3.49, -2.77, -9.13,  2.23,  6.24,  2.76, 24.05, -2.63,   959,   957,   952,   963,  1439,  1340,  1047,  1348
178804,    15.00, -27.24, -0.99,  0.81, -9.01, -3.46, -2.81, -9.30,  1.95,  6.27, -11.69, -18.87,  1.96,   958,   952,   961,   961,  1437,  1332,  1057,  1346
178819,    15.00, -27.37, -1.04,  0.77, -9.09, -3.29, -2.69, -9.60,  2.29,  6.28, -19.92, 22.97,  0.44,   962,   952,   955,   964,  1444,  1333,  1051,  1349
178834,    15.00, -27.51, -1.08,  0.73, -9.03, -3.14, -2.77, -9.65,  2.13,  6.25, -3.34, -11.20, -1.86,   956,   956,   958,   964,  1435,  1338,  1053,  1349
178848,    14.00, -27.64, -1.13,  0.69, -8.99, -3.20, -2.82, -9.79,  2.13,  6.28, -10.02,  0.02,  1.94,   961,   952,   959,   962,  1441,  1333,  1055,  1347
178866,    18.00, -27.80, -1.19,  0.63, -9.13, -3.19, -3.09, -9.60,  2.17,  6.40, 10.68,  2.59,  6.63,   965,   951,   963,   955,  1447,  1331,  1059,  1337
178882,    16.00, -27.94, -1.24,  0.58, -8.96, -3.33, -3.01, -9.55,  1.94,  6.35,  2.76, -14.84, -2.69,   955,   957,   957,   963,  1432,  1340,  1053,  1349
178897,    15.00, -28.08, -1.29,  0.54, -8.88, -3.35, -2.83, -9.74,  2.17,  6.36, -12.47, 15.32,  0.31,   961,   953,   956,   963,  1442,  1335,  1052,  1349
178912,    15.00, -28.21, -1.34,  0.50, -8.90, -3.23, -2.85, -9.83,  2.16,  6.32, -5.83, -0.43, -2.90,   957,   957,   956,   965,  1436,  1339,  1051,  1351
178927,    15.00, -28.34, -1.39,  0.45, -8.96, -3.20, -2.90, -9.84,  2.20,  6.44, -0.51,  2.39,  8.47,   967,   948,   964,   956,  1450,  1328,  1061,  1338
178942,    15.00, -28.48, -1.44,  0.41, -8.81, -3.40, -2.82, -9.86,  1.88,  6.46, -1.89, -21.23,  1.32,   958,   954,   962,   961,  1437,  1335,  1058,  1346
178957,    15.00, -28.61, -1.49,  0.37, -8.89, -3.40, -2.68, -9.70,  1.75,  6.58, 10.85, -8.16,  7.55,   964,   950,   965,   955,  1446,  1330,  1061,  1336
178975,    18.00, -28.77, -1.55,  0.33, -8.82, -3.29, -2.59, -9.76,  1.86,  6.61, -3.05,  5.92,  2.05,   962,   953,   959,   961,  1442,  1334,  1055,  1345
178990,    15.00, -28.90, -1.60,  0.29, -8.78, -3.30, -2.45, -9.78,  1.76,  6.59, -1.43, -6.60, -1.81,   957,   956,   957,   964,  1435,  1339,  1053,  1349
179005,    15.00, -29.03, -1.65,  0.25, -8.83, -3.29, -2.51, -9.69,  1.36,  6.65,  5.62, -26.60,  4.18,   959,   952,   964,   958,  1438,  1333,  1061,  1341
179020,    15.00, -29.17, -1.69,  0.22, -9.00, -3.26, -2.34, -9.65,  1.68,  6.64,  2.96, 21.12, -0.56,   961,   956,   955,   962,  1442,  1338,  1050,  1347
179035,    15.00, -29.30, -1.75,  0.18, -9.06, -3.38, -2.30, -9.51,  1.59,  6.68,  9.50, -6.03,  2.58,   960,   954,   960,   958,  1440,  1335,  1056,  1342
179050,    15.00, -29.44, -1.80,  0.15, -9.04, -3.48, -2.29, -9.17,  1.72,  6.81, 22.49,  8.62,  9.03,   966,   950,   963,   951,  1450,  1330,  1060,  1331
179103,    53.00, -29.93, -1.98,  0.04, -9.19, -3.53, -2.03, -8.65,  3.07,  6.94,  9.76, 25.55,  2.37,   964,   954,   955,   958,  1445,  1335,  1051,  1341
179118,    15.00, -30.06, -2.04,  0.01, -9.19, -3.53, -1.97, -8.77,  2.53,  6.84, -7.69, -36.15, -6.36,   949,   958,   956,   967,  1423,  1342,  1051,  1353
179133,    15.00, -30.20, -2.09, -0.02, -9.10, -3.66, -1.88, -8.81,  2.66,  6.75, -2.60,  8.64, -6.59,   954,   959,   950,   966,  1431,  1343,  1045,  1353
179148,    15.00, -30.34, -2.15, -0.04, -9.04, -3.54, -1.70, -8.99,  2.95,  6.68, -11.99, 19.58, -4.13,   958,   956,   951,   966,  1437,  1339,  1046,  1352
179163,    15.00, -30.47, -2.20, -0.07, -9.03, -3.55, -1.68, -9.10,  2.90,  6.81, -7.80, -3.74,  8.30,   965,   947,   964,   956,  1448,  1326,  1060,  1338
179178,    15.00, -30.61, -2.25, -0.09, -9.17, -3.74, -1.67, -9.05,  3.02,  6.88,  3.37,  8.19,  4.85,   964,   951,   960,   957,  1446,  1332,  1056,  1340
179193,    15.00, -30.75, -2.31, -0.12, -9.39, -3.70, -1.64, -8.99,  3.02,  6.91,  3.99, -0.07,  1.66,   960,   954,   958,   959,  1440,  1335,  1054,  1343
179211,    18.00, -30.92, -2.38, -0.15, -9.49, -3.64, -1.54, -9.47,  2.99,  6.78, -26.69, -1.68, -7.12,   954,   958,   952,   971,  1431,  1341,  1047,  1359
179226,    15.00, -31.06, -2.43, -0.17, -9.38, -3.72, -1.66, -9.47,  2.90,  6.82,  0.06, -5.93,  2.97,   961,   953,   961,   960,  1442,  1334,  1057,  1343
179241,    15.00, -31.20, -2.49, -0.20, -9.51, -3.70, -1.67, -9.51,  2.94,  6.74, -2.20,  2.84, -5.80,   955,   959,   952,   967,  1433,  1343,  1048,  1354
179256,    15.00, -31.35, -2.54, -0.22, -9.52, -3.70, -1.74, -9.54,  2.84,  6.81, -2.28, -6.73,  4.69,   962,   951,   962,   959,  1444,  1331,  1058,  1342
179271,    15.00, -31.49, -2.60, -0.25, -9.63, -3.75, -1.85, -9.41,  2.74,  6.91,  8.38, -6.82,  7.21,   964,   950,   964,   955,  1446,  1330,  1060,  1337
179297,    26.00, -31.74, -2.71, -0.30, -9.70, -4.27, -1.74, -8.91,  2.25,  6.90, 19.33, -18.92, -0.55,   956,   957,   958,   959,  1433,  1340,  1054,  1342
179315,    18.00, -31.91, -2.79, -0.33, -9.47, -4.22, -1.66, -9.29,  2.41,  6.75, -21.15,  9.04, -8.40,   953,   959,   949,   971,  1430,  1342,  1044,  1359
179330,    15.00, -32.06, -2.85, -0.35, -9.42, -4.15, -1.70, -9.28,  2.25,  6.84,  0.57, -11.05,  5.94,   962,   950,   963,   956,  1443,  1330,  1060,  1339
179345,    15.00, -32.19, -2.91, -0.37, -9.25, -4.17, -1.53, -9.15,  2.24,  6.81,  9.17, -0.10, -1.74,   957,   957,   956,   961,  1436,  1340,  1051,  1346
179360,    15.00, -32.34, -2.98, -0.40, -9.44, -4.33, -1.69, -8.99,  2.02,  6.93, 10.50, -14.66,  7.97,   963,   949,   965,   953,  1444,  1329,  1061,  1334
179375,    15.00, -32.48, -3.04, -0.43, -9.55, -4.38, -1.76, -9.03,  2.02,  7.05, -3.06, -0.52,  7.79,   964,   948,   963,   955,  1447,  1327,  1059,  1337
179390,    15.00, -32.62, -3.11, -0.45, -9.52, -4.47, -1.78, -8.91,  1.95,  7.08,  8.00, -4.23,  2.30,   959,   953,   959,   958,  1439,  1335,  1055,  1341
179405,    15.00, -32.76, -3.17, -0.48, -9.49, -4.41, -1.61, -8.77,  2.23,  6.96,  9.72, 18.44, -8.39,   954,   962,   947,   966,  1430,  1347,  1042,  1352
179423,    18.00, -32.93, -3.25, -0.50, -9.44, -4.27, -1.42, -9.01,  2.17,  7.17, -13.17, -3.26, 11.90,   967,   943,   967,   953,  1451,  1320,  1063,  1334
179438,    15.00, -33.08, -3.32, -0.52, -9.43, -4.37, -1.42, -8.69,  2.25,  7.22, 21.28,  5.20,  3.10,   961,   954,   958,   955,  1442,  1336,  1054,  1337
179453,    15.00, -33.22, -3.38, -0.55, -9.56, -4.48, -1.68, -8.36,  2.24,  7.24, 21.88, -0.91,  1.50,   959,   955,   957,   956,  1438,  1337,  1053,  1338
179468,    15.00, -33.36, -3.45, -0.57, -9.54, -4.52, -1.57, -8.49,  2.11,  7.17, -8.58, -8.45, -4.47,   953,   956,   954,   965,  1430,  1339,  1049,  1350
179483,    15.00, -33.51, -3.52, -0.60, -9.55, -4.47, -1.61, -8.48,  2.30,  7.30,  0.46, 12.90,  8.60,   966,   947,   961,   953,  1449,  1326,  1058,  1334
179497,    14.00, -33.64, -3.58, -0.62, -9.45, -4.43, -1.55, -8.41,  2.34,  7.17,  4.84,  2.41, -9.06,   951,   962,   948,   967,  1426,  1346,  1043,  1353
179548,    51.00, -34.12, -3.81, -0.68, -9.54, -4.46, -1.25, -8.85,  2.28,  6.83, -8.54, -1.13, -6.68,   953,   959,   951,   967,  1429,  1342,  1046,  1354
179563,    15.00, -34.27, -3.87, -0.70, -9.55, -4.28, -1.36, -9.00,  2.69,  6.80, -10.14, 27.55, -2.56,   960,   955,   951,   964,  1440,  1337,  1047,  1350
179578,    15.00, -34.41, -3.94, -0.72, -9.56, -4.33, -1.49, -9.04,  2.39,  6.70, -2.81, -20.20, -6.31,   951,   959,   954,   966,  1427,  1343,  1050,  1353
179593,    15.00, -34.56, -4.00, -0.75, -9.63, -4.47, -1.45, -9.07,  2.61,  6.63, -1.96, 14.50, -4.38,   957,   958,   952,   965,  1435,  1341,  1047,  1351
179608,    15.00, -34.70, -4.07, -0.77, -9.57, -4.45, -1.38, -9.04,  2.72,  6.57,  2.42,  7.86, -4.40,   956,   958,   952,   964,  1434,  1342,  1048,  1350
179623,    15.00, -34.84, -4.14, -0.79, -9.44, -4.54, -1.39, -8.85,  2.54,  6.68, 12.23, -12.52,  7.60,   963,   950,   964,   953,  1444,  1330,  1061,  1334
179638,    15.00, -34.98, -4.21, -0.81, -9.40, -4.59, -1.26, -8.79,  2.51,  6.55,  4.11, -1.78, -8.97,   951,   962,   950,   967,  1426,  1347,  1044,  1354
179656,    18.00, -35.15, -4.29, -0.83, -9.29, -4.63, -1.27, -9.23,  2.45,  6.56, -24.33, -3.36,  0.49,   959,   951,   958,   964,  1438,  1332,  1054,  1349
179672,    16.00, -35.30, -4.37, -0.85, -9.34, -4.70, -1.29, -9.11,  2.62,  6.62,  7.11, 10.74,  4.19,   963,   952,   959,   957,  1445,  1333,  1055,  1340
179687,    15.00, -35.44, -4.44, -0.87, -9.26, -4.76, -1.32, -8.62,  2.75,  6.59, 32.95,  8.83, -2.00,   958,   960,   954,   958,  1437,  1344,  1049,  1341
179702,    15.00, -35.58, -4.51, -0.89, -9.20, -4.95, -1.54, -8.37,  2.45,  6.49, 16.99, -20.03, -6.68,   950,   961,   953,   963,  1425,  1346,  1048,  1348
179717,    15.00, -35.71, -4.58, -0.91, -9.12, -4.79, -1.39, -8.53,  2.47,  6.53, -11.03,  0.95,  2.57,   960,   951,   958,   959,  1440,  1331,  1054,  1343
