Time, Tdelta, x_pos, y_pos, z_pos, x_v, y_v, z_v, phi, theta, psi, phi_v, theta_v, psi_v, w0, w1, w2, w3, pwm0, pwm1, pw2, pwm3
29056,     0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.04, -0.13, -0.04,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29070,    14.00,  0.00, -0.00, -0.00,  0.00, -0.00, -0.00, -0.00, -0.00, -0.00, -0.04, -0.17, -0.08,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29085,    15.00,  0.00, -0.00, -0.00,  0.00, -0.00, -0.00, -0.00, -0.00, -0.00,  0.02, -0.08,  0.02,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29140,    55.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.00, -0.00, -0.01, -0.00, -0.08, -0.08, -0.05,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29156,    16.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.00, -0.01, -0.01, -0.00, -0.02, -0.09,  0.12,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29170,    14.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.00, -0.01, -0.01, -0.00, -0.05, -0.15, -0.04,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29188,    18.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.00, -0.01, -0.01, -0.00, -0.15,  0.03, -0.05,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29204,    16.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.00, -0.01, -0.01, -0.00, -0.12, -0.04,  0.05,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29218,    14.00,  0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.01, -0.01, -0.00, -0.23,  0.14, -0.04,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29233,    15.00,  0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.01, -0.01, -0.00,  0.02, -0.26,  0.08,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29248,    15.00,  0.00, -0.00,  0.00,  0.00,  0.00, -0.00, -0.01, -0.02, -0.00, -0.06, -0.11, -0.11,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29263,    15.00,  0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.01, -0.01, -0.00,  0.04,  0.10,  0.02,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29278,    15.00,  0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.01, -0.01, -0.00, -0.02, -0.04, -0.05,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29295,    17.00,  0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.02, -0.02, -0.00, -0.15, -0.12,  0.02,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29311,    16.00,  0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.02, -0.02, -0.00,  0.07, -0.10,  0.00,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29326,    15.00,  0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.01, -0.02, -0.01,  0.18, -0.24, -0.12,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29341,    15.00,  0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.01, -0.02, -0.01,  0.11, -0.12, -0.07,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29355,    14.00,  0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.01, -0.03, -0.01,  0.16, -0.16,  0.02,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29370,    15.00,  0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.01, -0.03, -0.01,  0.14, -0.06,  0.08,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29388,    18.00,  0.00, -0.00,  0.00,  0.00,  0.00,  0.00, -0.00, -0.03, -0.00,  0.11, -0.08,  0.08,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29403,    15.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.01, -0.01, -0.03, -0.00, -0.09, -0.02, -0.03,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29418,    15.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.01, -0.00, -0.03, -0.00,  0.14, -0.10, -0.03,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29433,    15.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.01, -0.01, -0.03, -0.01, -0.06, -0.02, -0.05,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29448,    15.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.01, -0.00, -0.03, -0.00,  0.12,  0.04,  0.03,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29473,    25.00,  0.00,  0.00,  0.00, -0.00,  0.00,  0.01, -0.00, -0.03, -0.00,  0.04,  0.02,  0.04,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29488,    15.00,  0.00,  0.00,  0.00, -0.00,  0.00,  0.01, -0.00, -0.03, -0.00, -0.02,  0.07, -0.04,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29544,    56.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.01, -0.01, -0.04, -0.02, -0.07, -0.14, -0.19,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29559,    15.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.01, -0.01, -0.04, -0.01,  0.03,  0.01,  0.06,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29574,    15.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.01, -0.00, -0.04, -0.02,  0.09, -0.11, -0.06,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29589,    15.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.01, -0.00, -0.04, -0.02,  0.02, -0.03, -0.11,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29604,    15.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.01, -0.00, -0.04, -0.02,  0.04,  0.08,  0.03,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29619,    15.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.01, -0.00, -0.04, -0.02, -0.04,  0.01, -0.05,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29636,    17.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.01, -0.00, -0.04, -0.02,  0.08,  0.08,  0.06,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29652,    16.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.01, -0.00, -0.04, -0.02,  0.01, -0.08, -0.04,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29667,    15.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.01, -0.00, -0.04, -0.02,  0.04, -0.17, -0.03,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29682,    15.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.01, -0.00, -0.04, -0.02, -0.08, -0.18, -0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29697,    15.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.01, -0.01, -0.04, -0.02, -0.17,  0.02, -0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29711,    14.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.01, -0.01, -0.04, -0.02, -0.08, -0.08,  0.02,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29726,    15.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.01, -0.01, -0.05, -0.02, -0.16, -0.17, -0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29744,    18.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.01, -0.01, -0.05, -0.02,  0.01, -0.04, -0.12,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29760,    16.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.01, -0.01, -0.05, -0.02, -0.10, -0.18,  0.11,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29774,    14.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.01, -0.01, -0.05, -0.02, -0.02,  0.00,  0.04,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29789,    15.00,  0.00, -0.00,  0.00,  0.00, -0.00,  0.01, -0.01, -0.05, -0.02,  0.19,  0.02,  0.08,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29804,    15.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.01, -0.01, -0.05, -0.01, -0.12, -0.05,  0.11,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29819,    15.00,  0.00, -0.00,  0.00, -0.00, -0.00,  0.02, -0.01, -0.05, -0.02, -0.02, -0.21, -0.08,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29833,    14.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.02, -0.01, -0.05, -0.02, -0.04,  0.08,  0.02,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29851,    18.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.02, -0.01, -0.05, -0.01, -0.09, -0.03,  0.02,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29867,    16.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.02, -0.01, -0.05, -0.01,  0.08, -0.11,  0.05,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29882,    15.00,  0.00, -0.00,  0.01,  0.00, -0.00,  0.02, -0.01, -0.05, -0.01, -0.09,  0.05,  0.08,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29896,    14.00,  0.00, -0.00,  0.01,  0.00, -0.00,  0.02, -0.01, -0.06, -0.01, -0.06, -0.22,  0.02,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29911,    15.00,  0.00, -0.00,  0.01,  0.00, -0.00,  0.02, -0.01, -0.06, -0.01, -0.05, -0.14, -0.05,   951,   951,   951,   951,  1427,  1332,  1046,  1332
29926,    15.00,  0.00, -0.00,  0.01,  0.00, -0.00,  0.02, -0.01, -0.06, -0.01, -0.02, -0.10,  0.11,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29981,    55.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.02, -0.02, -0.07, -0.00, -0.11, -0.22,  0.15,   951,   951,   951,   951,  1427,  1332,  1047,  1332
29997,    16.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.03, -0.02, -0.07, -0.00,  0.04,  0.06,  0.08,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30012,    15.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.03, -0.02, -0.07, -0.00,  0.17, -0.12,  0.04,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30026,    14.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.03, -0.02, -0.07, -0.00, -0.09,  0.05, -0.10,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30052,    26.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.03, -0.02, -0.07, -0.01, -0.02,  0.17, -0.10,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30067,    15.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.03, -0.02, -0.07, -0.00, -0.09,  0.08,  0.02,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30081,    14.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.03, -0.02, -0.07, -0.01, -0.02, -0.07, -0.04,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30099,    18.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.03, -0.02, -0.07, -0.01, -0.09, -0.10, -0.04,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30115,    16.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.03, -0.02, -0.07, -0.00,  0.17, -0.12,  0.08,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30130,    15.00,  0.00, -0.00,  0.01, -0.00,  0.00,  0.03, -0.02, -0.07, -0.00,  0.01, -0.21,  0.08,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30144,    14.00,  0.00, -0.00,  0.01, -0.00,  0.00,  0.03, -0.02, -0.08, -0.00, -0.15, -0.09,  0.04,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30159,    15.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.03, -0.02, -0.08, -0.00, -0.20, -0.10, -0.05,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30174,    15.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.03, -0.02, -0.08, -0.00,  0.09, -0.14,  0.11,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30192,    18.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.03, -0.02, -0.08, -0.00,  0.04, -0.02, -0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30207,    15.00,  0.00, -0.00,  0.01, -0.00, -0.00,  0.03, -0.02, -0.08, -0.00,  0.06,  0.00, -0.04,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30222,    15.00,  0.00, -0.00,  0.02, -0.00,  0.00,  0.03, -0.02, -0.08, -0.00, -0.08, -0.04,  0.02,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30237,    15.00,  0.00, -0.00,  0.02, -0.00, -0.00,  0.03, -0.02, -0.08, -0.00,  0.04, -0.15, -0.12,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30252,    15.00,  0.00, -0.00,  0.02, -0.00, -0.00,  0.03, -0.02, -0.08, -0.01, -0.02,  0.08, -0.08,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30267,    15.00,  0.00, -0.00,  0.02, -0.00, -0.00,  0.03, -0.02, -0.08, -0.01, -0.03, -0.05, -0.07,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30281,    14.00,  0.00, -0.00,  0.02, -0.00, -0.00,  0.03, -0.02, -0.08, -0.01,  0.01, -0.12,  0.00,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30299,    18.00, -0.00, -0.00,  0.02, -0.00, -0.00,  0.03, -0.02, -0.08, -0.01, -0.01, -0.08, -0.20,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30314,    15.00, -0.00, -0.00,  0.02, -0.00, -0.00,  0.03, -0.03, -0.09, -0.01, -0.14, -0.08, -0.11,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30329,    15.00, -0.00, -0.00,  0.02, -0.00, -0.00,  0.03, -0.03, -0.09, -0.01, -0.05, -0.07, -0.11,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30344,    15.00, -0.00, -0.00,  0.02, -0.00, -0.00,  0.03, -0.03, -0.09, -0.01, -0.05, -0.06, -0.03,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30359,    15.00, -0.00, -0.00,  0.02, -0.00, -0.00,  0.03, -0.03, -0.09, -0.01, -0.00, -0.17,  0.00,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30373,    14.00, -0.00, -0.00,  0.02, -0.00, -0.00,  0.03, -0.03, -0.09, -0.02,  0.07, -0.08, -0.14,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30427,    54.00, -0.00, -0.00,  0.02, -0.00, -0.00,  0.03, -0.03, -0.10, -0.02, -0.00, -0.08, -0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30442,    15.00, -0.00, -0.00,  0.02, -0.00, -0.01,  0.03, -0.03, -0.10, -0.02, -0.08, -0.10,  0.05,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30457,    15.00, -0.00, -0.00,  0.02, -0.00, -0.01,  0.03, -0.03, -0.10, -0.02,  0.01, -0.09,  0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30472,    15.00, -0.00, -0.00,  0.02, -0.00, -0.01,  0.03, -0.03, -0.10, -0.02,  0.11,  0.08,  0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30487,    15.00, -0.00, -0.00,  0.02, -0.00, -0.01,  0.03, -0.02, -0.10, -0.01,  0.03, -0.16,  0.05,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30502,    15.00, -0.00, -0.00,  0.02, -0.00, -0.01,  0.03, -0.03, -0.10, -0.01, -0.25, -0.19,  0.03,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30516,    14.00, -0.00, -0.00,  0.02, -0.00, -0.00,  0.03, -0.03, -0.10, -0.01, -0.21, -0.03,  0.06,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30534,    18.00, -0.00, -0.00,  0.02, -0.00, -0.01,  0.03, -0.03, -0.11, -0.01, -0.13, -0.24,  0.04,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30550,    16.00, -0.00, -0.00,  0.03, -0.00, -0.01,  0.03, -0.03, -0.11, -0.01,  0.15,  0.00, -0.02,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30564,    14.00, -0.00, -0.00,  0.03, -0.00, -0.01,  0.03, -0.03, -0.11, -0.01,  0.01, -0.01, -0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30579,    15.00, -0.00, -0.00,  0.03, -0.00, -0.01,  0.03, -0.03, -0.11, -0.01, -0.00, -0.01,  0.15,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30605,    26.00, -0.00, -0.00,  0.03, -0.00, -0.01,  0.03, -0.03, -0.11, -0.01, -0.02,  0.08, -0.07,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30619,    14.00, -0.00, -0.00,  0.03, -0.00, -0.01,  0.04, -0.03, -0.11, -0.01, -0.14, -0.17,  0.03,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30637,    18.00, -0.00, -0.00,  0.03, -0.00, -0.01,  0.04, -0.03, -0.11, -0.01, -0.05, -0.18,  0.02,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30652,    15.00, -0.00, -0.00,  0.03, -0.00, -0.01,  0.04, -0.03, -0.11, -0.01,  0.19,  0.07,  0.05,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30667,    15.00, -0.00, -0.00,  0.03, -0.00, -0.01,  0.04, -0.03, -0.11, -0.01,  0.16, -0.04, -0.12,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30682,    15.00, -0.00, -0.00,  0.03, -0.00, -0.00,  0.04, -0.03, -0.11, -0.01, -0.07, -0.14,  0.02,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30697,    15.00, -0.00, -0.00,  0.03, -0.00, -0.01,  0.04, -0.03, -0.12, -0.01, -0.02, -0.13, -0.11,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30712,    15.00, -0.00, -0.00,  0.03,  0.00, -0.01,  0.04, -0.03, -0.11, -0.01,  0.12,  0.03,  0.10,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30726,    14.00, -0.00, -0.00,  0.03,  0.00, -0.01,  0.04, -0.03, -0.12, -0.01, -0.00, -0.13,  0.12,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30744,    18.00, -0.00, -0.00,  0.03, -0.00, -0.01,  0.04, -0.03, -0.12, -0.01, -0.02, -0.15, -0.03,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30759,    15.00, -0.00, -0.00,  0.03, -0.00, -0.01,  0.04, -0.03, -0.12, -0.01,  0.07, -0.26, -0.08,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30775,    16.00, -0.00, -0.00,  0.03, -0.00, -0.00,  0.04, -0.03, -0.12, -0.01, -0.09, -0.07,  0.19,   951,   951,   952,   951,  1427,  1332,  1047,  1332
30790,    15.00, -0.00, -0.00,  0.03, -0.00, -0.00,  0.04, -0.03, -0.12, -0.01,  0.10,  0.01, -0.09,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30804,    14.00, -0.00, -0.00,  0.03, -0.00, -0.00,  0.04, -0.03, -0.13, -0.01, -0.13, -0.08, -0.02,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30819,    15.00, -0.00, -0.00,  0.03,  0.00, -0.01,  0.04, -0.03, -0.12, -0.01, -0.09,  0.06, -0.08,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30834,    15.00, -0.00, -0.00,  0.04,  0.00, -0.00,  0.04, -0.03, -0.12, -0.01, -0.18, -0.02, -0.07,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30887,    53.00, -0.00, -0.00,  0.04,  0.00, -0.01,  0.04, -0.04, -0.13, -0.01, -0.20, -0.17, -0.01,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30903,    16.00, -0.00, -0.00,  0.04,  0.00, -0.01,  0.04, -0.05, -0.13, -0.02, -0.05, -0.04, -0.11,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30918,    15.00, -0.00, -0.00,  0.04,  0.00, -0.01,  0.04, -0.04, -0.14, -0.02,  0.10, -0.11, -0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30933,    15.00, -0.00, -0.00,  0.04,  0.00, -0.01,  0.04, -0.05, -0.14, -0.01, -0.09, -0.04,  0.18,   951,   951,   952,   951,  1427,  1332,  1047,  1332
30948,    15.00, -0.00, -0.01,  0.04,  0.00, -0.01,  0.04, -0.05, -0.14, -0.01, -0.02, -0.11,  0.00,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30962,    14.00, -0.00, -0.01,  0.04,  0.00, -0.01,  0.04, -0.05, -0.14, -0.01, -0.07,  0.00,  0.13,   951,   951,   951,   951,  1427,  1332,  1047,  1332
30980,    18.00, -0.00, -0.01,  0.04,  0.00, -0.01,  0.04, -0.05, -0.14, -0.01,  0.03, -0.01, -0.16,   951,   951,   951,   951,  1427,  1332,  1046,  1332
30995,    15.00, -0.00, -0.01,  0.04,  0.00, -0.01,  0.04, -0.05, -0.14, -0.01, -0.04,  0.04, -0.03,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31010,    15.00, -0.00, -0.01,  0.04,  0.00, -0.01,  0.04, -0.05, -0.14, -0.01, -0.15, -0.14,  0.01,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31025,    15.00, -0.00, -0.01,  0.04,  0.00, -0.01,  0.05, -0.05, -0.14, -0.01,  0.04, -0.01,  0.02,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31040,    15.00, -0.00, -0.01,  0.04,  0.00, -0.01,  0.05, -0.05, -0.14, -0.02,  0.11,  0.01, -0.05,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31055,    15.00,  0.00, -0.01,  0.05,  0.00, -0.01,  0.05, -0.05, -0.14, -0.02, -0.08,  0.10, -0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31070,    15.00,  0.00, -0.01,  0.05,  0.00, -0.01,  0.05, -0.05, -0.14, -0.02,  0.04, -0.23, -0.01,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31088,    18.00,  0.00, -0.01,  0.05,  0.00, -0.01,  0.05, -0.05, -0.14, -0.01,  0.07, -0.06,  0.08,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31103,    15.00,  0.00, -0.01,  0.05,  0.00, -0.01,  0.05, -0.05, -0.14, -0.01,  0.01, -0.04,  0.12,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31118,    15.00,  0.00, -0.01,  0.05,  0.00, -0.00,  0.04, -0.05, -0.14, -0.01, -0.18,  0.08, -0.05,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31143,    25.00,  0.00, -0.01,  0.05,  0.00, -0.01,  0.04, -0.05, -0.14, -0.02, -0.08, -0.06, -0.17,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31158,    15.00,  0.00, -0.01,  0.05,  0.00, -0.00,  0.04, -0.05, -0.14, -0.02, -0.17,  0.14, -0.14,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31173,    15.00,  0.00, -0.01,  0.05,  0.00, -0.00,  0.04, -0.05, -0.14, -0.02, -0.02, -0.03, -0.02,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31191,    18.00,  0.00, -0.01,  0.05,  0.00, -0.00,  0.05, -0.06, -0.14, -0.02, -0.13, -0.11, -0.03,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31206,    15.00,  0.00, -0.01,  0.05,  0.00, -0.01,  0.05, -0.05, -0.15, -0.02,  0.17, -0.11, -0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31221,    15.00,  0.00, -0.01,  0.05,  0.00, -0.01,  0.05, -0.06, -0.15, -0.02, -0.16, -0.04,  0.05,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31236,    15.00,  0.00, -0.01,  0.05,  0.00, -0.01,  0.05, -0.06, -0.15, -0.02, -0.21, -0.04,  0.02,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31251,    15.00,  0.00, -0.01,  0.05,  0.00, -0.01,  0.05, -0.06, -0.15, -0.02, -0.08, -0.04,  0.07,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31266,    15.00,  0.00, -0.01,  0.05,  0.00, -0.01,  0.05, -0.06, -0.15, -0.02, -0.12,  0.05,  0.11,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31281,    15.00,  0.00, -0.01,  0.06,  0.00, -0.01,  0.05, -0.07, -0.15, -0.02, -0.24, -0.04,  0.05,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31333,    52.00,  0.00, -0.01,  0.06,  0.00, -0.01,  0.05, -0.06, -0.15, -0.01,  0.03, -0.03,  0.06,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31349,    16.00,  0.00, -0.01,  0.06,  0.00, -0.01,  0.05, -0.06, -0.15, -0.01,  0.02, -0.11,  0.05,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31364,    15.00,  0.00, -0.01,  0.06, -0.00, -0.00,  0.06, -0.06, -0.15, -0.01, -0.09, -0.04,  0.00,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31379,    15.00,  0.00, -0.01,  0.06,  0.00, -0.00,  0.05, -0.06, -0.15, -0.01,  0.01,  0.06,  0.04,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31393,    14.00,  0.00, -0.01,  0.06,  0.00, -0.01,  0.05, -0.07, -0.15, -0.01, -0.28, -0.11, -0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31408,    15.00,  0.00, -0.01,  0.06,  0.00, -0.00,  0.05, -0.07, -0.15, -0.01,  0.08,  0.05, -0.04,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31426,    18.00,  0.00, -0.01,  0.06,  0.00, -0.00,  0.06, -0.07, -0.15, -0.01,  0.05,  0.04, -0.08,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31442,    16.00,  0.00, -0.01,  0.06,  0.00, -0.00,  0.06, -0.07, -0.15, -0.01,  0.01, -0.11, -0.01,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31457,    15.00,  0.00, -0.01,  0.07,  0.00, -0.00,  0.06, -0.07, -0.15, -0.02,  0.01, -0.12, -0.10,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31472,    15.00,  0.00, -0.01,  0.07,  0.00, -0.00,  0.06, -0.07, -0.16, -0.02,  0.04, -0.08,  0.02,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31487,    15.00,  0.00, -0.01,  0.07,  0.00, -0.00,  0.06, -0.07, -0.16, -0.01, -0.10, -0.14,  0.12,   951,   951,   951,   951,  1427,  1332,  1047,  1332
31501,    14.00,  0.00, -0.01,  0.07,  0.00, -0.00,  0.06, -0.07, -0.16, -0.02, -0.13, -0.02, -0.11,   951,   951,   951,   951,  1427,  1332,  1046,  1332
31516,    15.00,  0.00, -0.01,  0.07,  0.00, -0.00,  0.06, -0.07, -0.16, -0.02, -0.08, -0.10, -0.06,   951,   951,   951,   951,  1427,  1332,  1046,  1332
